timestamp,value,anomaly_score,raw_score,norm_raw_score,exp_scores_sum,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 21:00:01,0.08457839262189999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-01 22:00:01,0.0866643159379,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-01 23:00:01,0.0988316679477,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 00:00:01,0.11795614722000004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 01:00:01,0.0909769230769,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 02:00:01,0.08432432432430001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 03:00:01,0.06947448206160001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 04:00:01,0.0712875751503,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 05:00:01,0.07381991814460001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 06:00:01,0.113498134328,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 07:00:01,0.14145806451600001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 08:00:01,0.189128787879,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 09:00:01,0.151339712919,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 10:00:01,0.155231143552,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 11:00:01,0.14298245614,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 12:00:01,0.144218181818,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 13:00:01,0.14336650082900002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 14:00:01,0.152361516035,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 15:00:01,0.143050228311,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 16:00:01,0.10218382861099999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 17:00:01,0.09247311827960003,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 18:00:01,0.07645569620249999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 19:00:01,0.0743530192435,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 20:00:01,0.0709893842887,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 21:00:01,0.0571908831909,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 22:00:01,0.06290963629549999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-02 23:00:01,0.065544768069,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 00:00:01,0.056716016150699995,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 01:00:01,0.0587607170694,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 02:00:01,0.0598788546256,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 03:00:01,0.051283236994199996,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 04:00:01,0.0591086065574,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 05:00:01,0.06913990825689999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 06:00:01,0.091963099631,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 07:00:01,0.124621212121,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 08:00:01,0.218095238095,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 09:00:01,0.172130325815,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 10:00:01,0.142936288089,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 11:00:01,0.14734138972799998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 12:00:01,0.12313829787200001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 13:00:01,0.123795986622,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 14:00:01,0.12145879732699999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 15:00:01,0.114387596899,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 16:00:01,0.0894912891986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 17:00:01,0.07978516978519999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 18:00:01,0.0724256756757,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 19:00:01,0.0671052631579,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 20:00:01,0.0625718496684,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 21:00:01,0.05120573355819999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 22:00:01,0.050217721519,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-03 23:00:01,0.053083333333300016,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 00:00:01,0.0454658136745,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 01:00:01,0.048201189296300004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 02:00:01,0.042470708099800004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 03:00:01,0.0361947700631,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 04:00:01,0.0423479561316,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 05:00:01,0.061608133086900004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 06:00:01,0.0973949579832,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 07:00:01,0.122106918239,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 08:00:01,0.182614213198,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 09:00:01,0.17612456747400002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 10:00:01,0.146950672646,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 11:00:01,0.121809045226,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 12:00:01,0.127351694915,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 13:00:01,0.111390532544,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 14:00:01,0.123798816568,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 15:00:01,0.11089757127800001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 16:00:01,0.08640699523050001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 17:00:01,0.0857901085645,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 18:00:01,0.07123339658439999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 19:00:01,0.06648401826480001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 20:00:01,0.0633661075766,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 21:00:01,0.0602728613569,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 22:00:01,0.06049354243540001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-04 23:00:01,0.059634551495,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 00:00:01,0.055502309468800005,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 01:00:01,0.042670157068099984,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 02:00:01,0.045455079271900005,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 03:00:01,0.0372700871249,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 04:00:01,0.044820675105499995,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 05:00:01,0.0649965493444,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 06:00:01,0.09481865284970001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 07:00:01,0.11772173912999999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 08:00:01,0.17683333333299994,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 09:00:01,0.14655737704900001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 10:00:01,0.13357429718900002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 11:00:01,0.139591836735,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 12:00:01,0.113243243243,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 13:00:01,0.121060070671,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 14:00:01,0.119309210526,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 15:00:01,0.105715846995,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 16:00:01,0.0908553546592,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 17:00:01,0.0824758220503,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 18:00:01,0.0744980370163,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 19:00:01,0.0757240204429,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 20:00:01,0.0704836829837,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 21:00:01,0.0659228486647,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 22:00:01,0.0508973252804,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-05 23:00:01,0.0550694444444,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 00:00:01,0.0592647765497,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 01:00:01,0.0506581469649,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 02:00:01,0.0409549982824,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 03:00:01,0.0354873115116,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 04:00:01,0.0584235976789,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 05:00:01,0.0979736408567,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 06:00:01,0.109025423729,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 07:00:01,0.11874025974,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 08:00:01,0.171501416431,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 09:00:01,0.177857142857,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 10:00:01,0.13867841409700002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 11:00:01,0.140806451613,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 12:00:01,0.15341772151900002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 13:00:01,0.11140070922,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 14:00:01,0.11415492957699999,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 15:00:01,0.117304261645,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 16:00:01,0.08717532467530001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 17:00:01,0.0905656934307,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 18:00:01,0.08282339707539997,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 19:00:01,0.0885174625802,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 20:00:01,0.08493361285810001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 21:00:01,0.0927850877193,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 22:00:01,0.080655983976,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-06 23:00:01,0.0737714285714,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 00:00:01,0.05897852278680001,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 01:00:01,0.051882937603500004,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 02:00:01,0.0399152920196,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 03:00:01,0.0365565345081,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 04:00:01,0.0422852912142,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 05:00:01,0.0599111111111,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 06:00:01,0.06836,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 07:00:01,0.07854124748489999,0.0,0.009199277801741346,0.0,0.0,0,0.0,0.0,0.0
2011-07-07 08:00:01,0.1369,-8.666157021952614e-05,0.0010662415595774632,-8.666157021952614e-05,0.0,0,0.0,0.0,0.0
2011-07-07 09:00:01,0.134372469636,0.14199264778388765,0.012575182062413148,0.6419926477838876,0.5,0,0.0,0.0,0.0
2011-07-07 10:00:01,0.130298102981,0.3870217719750796,0.02413555537641443,0.955912155938167,0.5688903839630874,0,0.0,0.0,0.0
2011-07-07 11:00:01,0.0940255591054,0.23786765949761626,0.034463015767727256,0.7007259276384746,0.4628582681408584,0,0.0,0.0,0.0
2011-07-07 12:00:01,0.0949642004773,0.1142440973340817,0.04020647767370989,0.5700250317179404,0.4557809343838587,0,0.0,0.0,0.0
2011-07-07 13:00:01,0.0797727272727,0.08079869431264175,0.04687354336008198,0.5715481647895877,0.490749470476946,0,0.0,0.0,0.0
2011-07-07 14:00:01,0.0865840938722,0.059559797916574835,0.05360491687715907,0.5618365602734238,0.5022767623568489,0,0.0,0.0,0.0
2011-07-07 15:00:01,0.0828489795918,0.03297670594879254,0.058996157513480085,0.5411601458411365,0.5081834398923439,0,0.0,0.0,0.0
2011-07-07 16:00:01,0.06434408602149999,-0.2293649792211301,0.035897004949081435,0.2914256069074433,0.5207905861285734,0,0.0,0.0,0.0
2011-07-07 17:00:01,0.06318667763159999,-0.2290710556084149,0.03686334059054275,0.2997661648518936,0.5288372204603085,0,0.0,0.0,0.0
2011-07-07 18:00:01,0.058831236897300014,-0.2610576063437042,0.03689698604834035,0.30005656280296583,0.56111416914667,0,0.0,0.0,0.0
2011-07-07 19:00:01,0.055301837270300004,-0.29634974834182365,0.037255371212641115,0.3031498278146563,0.59949957615648,0,0.0,0.0,0.0
2011-07-07 20:00:01,0.06361774744030001,-0.3266611468636815,0.036650296484719284,0.2979273558158768,0.6245885026795582,0,0.0,0.0,0.0
2011-07-07 21:00:01,0.06966165413530001,-0.3558283676149228,0.03461182479629343,0.2803330640336484,0.6361614316485712,0,0.0,0.0,0.0
2011-07-07 22:00:01,0.06720930232559999,-0.3855664997531419,0.03097673450662697,0.2489581670584908,0.6345246668116328,0,0.0,0.0,0.0
2011-07-07 23:00:01,0.06476683937819999,-0.4178379449830091,0.02586918444569264,0.2048742945305328,0.6227122395135419,0,0.0,0.0,0.0
2011-07-08 00:00:01,0.0529286858974,-0.4559508385541472,0.018682323444885185,0.14284364178000614,0.5987944803341533,0,0.0,0.0,0.0
2011-07-08 01:00:01,0.043,-0.3505345534418914,0.026514215403850017,0.21044163350846828,0.5609761869503597,0,0.0,0.0,0.0
2011-07-08 02:00:01,0.0370847315436,-0.4027494508223416,0.016989892846197563,0.12823607183260313,0.5309855226549447,0,0.0,0.0,0.0
2011-07-08 03:00:01,0.029056261343,-0.4636699265698435,0.007386177711676821,0.04534526337568392,0.5090151899455274,0,0.0,0.0,0.0
2011-07-08 04:00:01,0.0390342793955,-0.4917002754937365,0.000925919719918511,-0.010413992316133613,0.4812862831776029,0,0.0,0.0,0.0
2011-07-08 05:00:01,0.054775086505199994,-0.4063995522671765,0.006886341115031057,0.04334838177425397,0.4497479340414304,0,0.0,0.0,0.0
2011-07-08 06:00:01,0.077652733119,-0.3506588345902445,0.010058991724815058,0.07066573684573399,0.4213245714359785,0,0.0,0.0,0.0
2011-07-08 07:00:01,0.10564920273299999,-0.31348808992119315,0.011259667425100872,0.08100386999196106,0.3944919599131542,0,0.0,0.0,0.0
2011-07-08 08:00:01,0.10672862453500001,-0.3077527231678701,0.0088803924807479,0.060517687786101636,0.3682704109539717,0,0.0,0.0,0.0
2011-07-08 09:00:01,0.13031358885,-0.33215353274189696,0.0028623900379720624,0.008701106078879216,0.3408546388207762,0,0.0,0.0,0.0
2011-07-08 10:00:01,0.114,-0.28460094516162576,0.0046665828719483216,0.02423568026462756,0.3088366254262533,0,0.0,0.0,0.0
2011-07-08 11:00:01,0.0982986111111,-0.25262427873494603,0.005377843309872786,0.030359819453216568,0.28298409818816256,0,0.0,0.0,0.0
2011-07-08 12:00:01,0.0896160558464,-0.15141896007841432,0.013446415151729951,0.0998323422844538,0.2512513023628681,0,0.0,0.0,0.0
2011-07-08 13:00:01,0.08206148282100001,-0.07812525615463088,0.02092888590183861,0.16425838077174812,0.242383636926379,0,0.0,0.0,0.0
2011-07-08 14:00:01,0.0775255102041,-0.02837403778049033,0.027523055860889656,0.2210359161289579,0.24940995390944826,0,0.0,0.0,0.0
2011-07-08 15:00:01,0.080700525394,-0.003434296297050609,0.03273248390591732,0.2658904598932444,0.269324756190295,0,0.0,0.0,0.0
2011-07-08 16:00:01,0.0630213706706,0.00462933075728994,0.03601598768838698,0.2941622898979918,0.2895329591407019,0,0.0,0.0,0.0
2011-07-08 17:00:01,0.0710957642726,0.0033731352076469268,0.03825816846418917,0.3134680553037845,0.31009492009613754,0,0.0,0.0,0.0
2011-07-08 18:00:01,0.0692333019755,-0.008118077605674734,0.039436621315136484,0.3236148438802036,0.33173292148587835,0,0.0,0.0,0.0
2011-07-08 19:00:01,0.0578288770053,-0.02955406129644628,0.039839879588754464,0.3270870035349613,0.3566410648314076,0,0.0,0.0,0.0
2011-07-08 20:00:01,0.0509116607774,-0.04636250832008948,0.041389231149757684,0.3404273274243789,0.3867898357444684,0,0.0,0.0,0.0
2011-07-08 21:00:01,0.0566599025974,-0.07845747733007957,0.04133558016778949,0.33996537837778706,0.4184228557078665,0,0.0,0.0,0.0
2011-07-08 22:00:01,0.051887966805,-0.12390313235387695,0.03934783511834184,0.3228503714054199,0.4467535037592968,0,0.0,0.0,0.0
2011-07-08 23:00:01,0.04989457037430002,-0.18270655119783,0.03541451457760303,0.2889834484325739,0.4716899996304039,0,0.0,0.0,0.0
2011-07-09 00:00:01,0.05091367713,-0.2561979106108898,0.02900232361859878,0.2337728000639599,0.4899707106748497,0,0.0,0.0,0.0
2011-07-09 01:00:01,0.0543451568895,-0.3388184291781826,0.02039102119084646,0.1596272243357761,0.4984456535139587,0,0.0,0.0,0.0
2011-07-09 02:00:01,0.0465873959572,-0.4125994414517748,0.01104807939942276,0.07918204151563983,0.4917814829674146,0,0.0,0.0,0.0
2011-07-09 03:00:01,0.0408384458078,-0.4741541991824288,0.0015287471034852727,-0.0027819098786915192,0.4713722893037373,0,0.0,0.0,0.0
2011-07-09 04:00:01,0.0569039323046,-0.3963036845048888,0.006750338226702013,0.04217736118352956,0.4384810456884184,0,0.0,0.0,0.0
2011-07-09 05:00:01,0.065549898167,-0.2937876936879542,0.01550540907011566,0.11756082073244455,0.4113485144203988,0,0.0,0.0,0.0
2011-07-09 06:00:01,0.08301526717560001,-0.223842906351758,0.021778488135204558,0.1715736791556316,0.3954165855073896,0,0.0,0.0,0.0
2011-07-09 07:00:01,0.103198924731,-0.17494241031453853,0.02628504796273745,0.2103763429535105,0.385318753268049,0,0.0,0.0,0.0
2011-07-09 08:00:01,0.137385398981,-0.14915695408610471,0.02856027021014285,0.229966604108405,0.3791235581945097,0,0.0,0.0,0.0
2011-07-09 09:00:01,0.124793187348,-0.15291634131568235,0.027812758931844428,0.22353033566263245,0.3764466769783148,0,0.0,0.0,0.0
2011-07-09 10:00:01,0.10893617021299999,-0.1871948959820715,0.023641753720227143,0.18761688524380413,0.3748117812258757,0,0.0,0.0,0.0
2011-07-09 11:00:01,0.110889423077,-0.24459835533566576,0.016657314803580903,0.12747903165453722,0.372077386990203,0,0.0,0.0,0.0
2011-07-09 12:00:01,0.102679180887,-0.30516855264038645,0.008872281306082641,0.06044784844177095,0.36561640108215737,0,0.0,0.0,0.0
2011-07-09 13:00:01,0.0846708860759,-0.3028426020828454,0.008007809937105037,0.05300452289477749,0.3558471249776229,0,0.0,0.0,0.0
2011-07-09 14:00:01,0.074122983871,-0.34634122086153163,0.002390380860539665,0.00463698308432235,0.350978203945854,0,0.0,0.0,0.0
2011-07-09 15:00:01,0.0688360175695,-0.2495993007137589,0.011925971208448516,0.08674092057643032,0.3363402212901892,0,0.0,0.0,0.0
2011-07-09 16:00:01,0.0609321533923,-0.17348622945098305,0.019638977926916826,0.1531519343033577,0.32663816375434074,0,0.0,0.0,0.0
2011-07-09 17:00:01,0.0511821086262,-0.11516260830075478,0.025715775492152204,0.2054747574579508,0.32063736575870555,0,0.0,0.0,0.0
2011-07-09 18:00:01,0.0732703213611,-0.08043991718393845,0.02941614575391327,0.23733591734260465,0.3177758345265431,0,0.0,0.0,0.0
2011-07-09 19:00:01,0.07470214455919999,-0.06178130234790375,0.03158079726901518,0.25597413545010755,0.3177554377980113,0,0.0,0.0,0.0
2011-07-09 20:00:01,0.0693601190476,-0.05843226058704315,0.032378734043625464,0.26284458066377203,0.3212768412508152,0,0.0,0.0,0.0
2011-07-09 21:00:01,0.06977087952700001,-0.06654196580843585,0.03242841406034813,0.2632723386565952,0.329814304465031,0,0.0,0.0,0.0
2011-07-09 22:00:01,0.052871822606800005,-0.11211537135701374,0.028859032606121108,0.2325390268100336,0.3446543981670473,0,0.0,0.0,0.0
2011-07-09 23:00:01,0.0605546403075,-0.15186037461062404,0.026358838459472626,0.2110116985120454,0.3628720731226695,0,0.0,0.0,0.0
2011-07-10 00:00:01,0.0679034582133,-0.2110861318054605,0.02159673410879748,0.17000872924916482,0.3810948610546253,0,0.0,0.0,0.0
2011-07-10 01:00:01,0.0553818443804,-0.2796906415277484,0.015436550820346897,0.1169679331157832,0.3966585746435316,0,0.0,0.0,0.0
2011-07-10 02:00:01,0.0410645339217,-0.35367168482581823,0.006874152737879058,0.043243436645603636,0.3969151214714219,0,0.0,0.0,0.0
2011-07-10 03:00:01,0.03905,-0.380552171520854,0.001879350564060189,0.00023687800557119137,0.3807890495264252,0,0.0,0.0,0.0
2011-07-10 04:00:01,0.0452134831461,-0.2843446915344204,0.009913078643997151,0.06940938689469174,0.3537540784291121,0,0.0,0.0,0.0
2011-07-10 05:00:01,0.056860346585099995,-0.19260885927335794,0.018097888037260645,0.13988274557423006,0.332491604847588,0,0.0,0.0,0.0
2011-07-10 06:00:01,0.07129811996419999,-0.11406366171673653,0.02566427709815855,0.2050313427592136,0.3190950044759501,0,0.0,0.0,0.0
2011-07-10 07:00:01,0.088981042654,-0.0044393040621370505,0.03791084009598933,0.3104774668250995,0.3149167708872366,0,0.0,0.0,0.0
2011-07-10 08:00:01,0.14926335175,0.017799172674729302,0.04182059818234052,0.3441415108768072,0.32634233820207786,0,0.0,0.0,0.0
2011-07-10 09:00:01,0.12247999999999999,0.0092199936928834,0.04324155349415548,0.3563763093364452,0.3471563156435618,0,0.0,0.0,0.0
2011-07-10 10:00:01,0.116993318486,-0.01961365829186079,0.04280636531799331,0.35262922483414594,0.3722428831260067,0,0.0,0.0,0.0
2011-07-10 11:00:01,0.111520342612,-0.07211820973020099,0.04005577177839115,0.32894589199348784,0.4010641017236888,0,0.0,0.0,0.0
2011-07-10 12:00:01,0.100423728814,-0.13452873652976582,0.03593235185430643,0.2934421633989591,0.4279708999287249,0,0.0,0.0,0.0
2011-07-10 13:00:01,0.08073381294960001,-0.21667983613608446,0.029377925997486894,0.2370068352010587,0.4536866713371432,0,0.0,0.0,0.0
2011-07-10 14:00:01,0.0885483870968,-0.3091221590773626,0.020964685215218992,0.16456662226291993,0.4736887813402826,0,0.0,0.0,0.0
2011-07-10 15:00:01,0.0845520833333,-0.3957840390940992,0.011388658383637562,0.08211451602543564,0.4778985551195348,0,0.0,0.0,0.0
2011-07-10 16:00:01,0.0803118503119,-0.3418248730819892,0.016234598461650762,0.1238393329207996,0.4656642060027888,0,0.0,0.0,0.0
2011-07-10 17:00:01,0.0752053063803,-0.4039288938107535,0.007650530667824285,0.049928254544104704,0.4538571483548582,0,0.0,0.0,0.0
2011-07-10 18:00:01,0.0604114134041,-0.4398531766331894,0.00013918928729594882,-0.01474636765419755,0.42510680897899183,0,0.0,0.0,0.0
2011-07-10 19:00:01,0.0611792138574,-0.3471860748461784,0.005973115895052672,0.048377766406317496,0.39556384125249583,0,0.0,0.0,0.0
2011-07-10 20:00:01,0.0581619758759,-0.2918623450316259,0.008844098782745391,0.07276725650594076,0.3646296015375667,0,0.0,0.0,0.0
